age,education,black,hispanic,married,nodegree,re74,re75
23,12,0,0,1,0,17633.400390625,21546.53125
24,13,1,0,0,0,17633.400390625,25064.515625
31,13,0,0,1,0,17633.400390625,25064.515625
43,12,0,0,1,0,17633.400390625,26854.83984375
43,12,0,0,1,0,17633.400390625,26854.83984375
23,12,1,0,1,0,17672.587890625,14322.5810546875
22,12,0,0,1,0,17703.935546875,12532.2578125
30,12,1,0,1,0,17760.75390625,17366.12890625
28,12,0,0,0,0,17829.328125,5012.9033203125
28,12,0,0,1,0,17829.328125,11100.0
21,12,0,0,0,0,17829.328125,12945.8232421875
28,13,0,0,1,0,17876.349609375,15396.7744140625
25,14,0,0,1,0,17939.046875,14322.5810546875
54,12,0,0,1,0,18025.255859375,18798.38671875
26,16,0,0,1,0,18025.255859375,19872.580078125
26,16,0,0,1,0,18025.255859375,23274.193359375
49,13,0,0,1,0,18221.181640625,17903.2265625
21,13,1,0,0,0,18221.181640625,21125.806640625
26,16,0,0,1,0,18221.181640625,22379.03125
30,12,1,0,1,0,18338.736328125,25422.580078125
21,13,0,0,1,0,18417.107421875,8951.61328125
33,12,0,0,1,0,18417.107421875,12890.3232421875
33,12,0,0,1,0,18417.107421875,14412.0966796875
40,12,0,0,1,0,18417.107421875,17545.16015625
27,16,0,0,1,0,18417.107421875,18798.38671875
21,12,0,0,1,0,18417.107421875,19693.548828125
31,12,0,0,1,0,18593.44140625,14814.9189453125
27,14,1,0,1,0,18613.03515625,0.0
47,17,0,0,1,0,18613.03515625,10025.8056640625
32,12,1,0,1,0,18613.03515625,16112.9033203125
28,12,1,0,0,0,18613.03515625,17008.064453125
35,14,0,0,1,0,18613.03515625,19693.548828125
26,14,0,0,1,0,18613.03515625,19693.548828125
37,12,0,0,1,0,18613.03515625,21483.87109375
23,12,0,0,0,0,18613.03515625,23274.193359375
44,12,1,0,1,0,18613.03515625,23632.2578125
44,12,1,0,1,0,18613.03515625,23632.2578125
36,12,1,0,1,0,18613.03515625,25064.515625
26,12,0,0,1,0,18677.689453125,18261.2890625
23,14,0,0,1,0,18722.75390625,21662.90234375
32,13,1,0,1,0,18808.9609375,14143.5478515625
33,12,0,0,0,0,18808.9609375,16028.7578125
37,12,1,0,1,0,18808.9609375,16112.9033203125
27,12,0,0,1,0,18808.9609375,17187.09765625
43,12,0,0,1,0,18808.9609375,17903.2265625
27,16,0,0,1,0,18808.9609375,17903.2265625
24,12,0,0,1,0,18808.9609375,17903.2265625
24,12,0,0,1,0,18808.9609375,18798.38671875
34,12,1,0,0,0,18848.146484375,30435.484375
42,12,0,0,1,0,18879.494140625,17008.064453125
24,13,1,0,1,0,18881.453125,16112.9033203125
27,12,0,0,1,0,18924.55859375,11995.1611328125
23,12,1,0,1,0,19004.888671875,13427.4189453125
26,16,0,0,1,0,19004.888671875,16112.9033203125
27,12,1,0,1,0,19004.888671875,19693.548828125
37,12,1,0,1,0,19004.888671875,25959.677734375
37,12,0,0,1,0,19016.64453125,20893.064453125
26,12,0,1,1,0,19055.828125,0.0
23,12,0,0,1,0,19096.974609375,20683.59765625
26,13,0,0,1,0,19200.814453125,14680.64453125
27,16,0,0,1,0,19200.814453125,17688.38671875
27,12,0,0,0,0,19200.814453125,19514.515625
29,14,0,0,1,0,19200.814453125,21483.87109375
25,16,0,0,1,0,19200.814453125,22558.064453125
26,12,0,0,1,0,19263.51171875,13024.5966796875
22,14,0,0,1,0,19279.185546875,17616.7734375
28,12,0,0,1,0,19298.77734375,0.0
46,12,0,0,1,0,19394.78125,19201.2109375
33,17,0,0,0,0,19396.740234375,0.0
23,12,0,0,1,0,19396.740234375,12532.2578125
23,12,0,0,1,0,19396.740234375,12532.2578125
23,13,0,0,1,0,19396.740234375,17903.2265625
26,16,0,0,1,0,19396.740234375,25780.64453125
24,16,1,0,0,0,19494.705078125,15217.7421875
37,12,1,0,1,0,19586.7890625,12030.9677734375
50,16,0,0,0,0,19592.66796875,0.0
26,13,0,0,1,0,19592.66796875,0.0
21,12,1,0,0,0,19592.66796875,716.129028320312
25,12,1,0,1,0,19592.66796875,5370.9677734375
24,13,1,0,1,0,19592.66796875,11637.0966796875
24,12,1,0,0,0,19592.66796875,11995.1611328125
32,14,1,0,1,0,19592.66796875,12335.3232421875
27,16,0,0,1,0,19592.66796875,12532.2578125
21,12,0,1,1,0,19592.66796875,12532.2578125
24,16,0,0,1,0,19592.66796875,12890.3232421875
45,14,0,0,1,0,19592.66796875,13606.4521484375
38,12,0,0,1,0,19592.66796875,13964.515625
27,15,0,0,1,0,19592.66796875,14859.6767578125
20,12,1,0,1,0,19592.66796875,16709.080078125
23,12,1,0,1,0,19592.66796875,17008.064453125
33,12,0,0,1,0,19592.66796875,17008.064453125
24,13,0,0,1,0,19592.66796875,17187.09765625
44,12,0,0,1,0,19592.66796875,17187.09765625
34,12,1,0,1,0,19592.66796875,17366.12890625
23,12,1,0,1,0,19592.66796875,17366.12890625
27,12,1,0,1,0,19592.66796875,17724.193359375
25,16,0,0,1,0,19592.66796875,17903.2265625
22,12,0,0,1,0,19592.66796875,17903.2265625
24,16,0,0,0,0,19592.66796875,17903.2265625
23,12,0,0,1,0,19592.66796875,17903.2265625
31,16,0,0,1,0,19592.66796875,17903.2265625
23,12,1,0,1,0,19592.66796875,17903.2265625
27,12,0,0,1,0,19592.66796875,18082.2578125
20,12,1,0,1,0,19592.66796875,18619.35546875
20,12,0,0,1,0,19592.66796875,18798.38671875
52,15,0,0,1,0,19592.66796875,18798.38671875
33,16,0,0,1,0,19592.66796875,19335.484375
40,12,0,0,1,0,19592.66796875,19335.484375
31,12,1,0,1,0,19592.66796875,19466.177734375
35,12,0,0,1,0,19592.66796875,19693.548828125
33,12,0,0,0,0,19592.66796875,19693.548828125
22,12,0,0,1,0,19592.66796875,19693.548828125
29,16,1,0,1,0,19592.66796875,20588.7109375
26,12,0,0,1,0,19592.66796875,21125.806640625
23,12,0,0,1,0,19592.66796875,21215.322265625
30,12,0,0,1,0,19592.66796875,21483.87109375
43,12,0,0,1,0,19592.66796875,21483.87109375
43,12,0,0,1,0,19592.66796875,21483.87109375
31,12,0,0,1,0,19592.66796875,21483.87109375
23,12,0,0,1,0,19592.66796875,21483.87109375
23,13,0,0,1,0,19592.66796875,21483.87109375
28,16,0,0,1,0,19592.66796875,21483.87109375
30,12,0,0,1,0,19592.66796875,21483.87109375
53,12,1,0,1,0,19592.66796875,21483.87109375
32,12,0,0,1,0,19592.66796875,21483.87109375
43,12,0,0,1,0,19592.66796875,21739.88671875
43,12,0,0,1,0,19592.66796875,21739.88671875
37,17,0,0,0,0,19592.66796875,23005.64453125
23,12,1,0,1,0,19592.66796875,23274.193359375
28,12,1,0,1,0,19592.66796875,24169.35546875
27,14,1,0,0,0,19592.66796875,25064.515625
46,12,0,0,0,0,19592.66796875,25064.515625
30,12,1,0,1,0,19592.66796875,26854.83984375
35,17,0,0,1,0,19592.66796875,44758.06640625
26,15,0,0,1,0,19596.587890625,19335.484375
25,12,0,0,1,0,19641.650390625,8736.7744140625
24,12,0,0,1,0,19706.3046875,6624.193359375
22,14,0,0,1,0,19727.857421875,20141.12890625
27,13,0,0,1,0,19735.6953125,20051.61328125
36,12,1,0,1,0,19749.408203125,25064.515625
35,13,0,0,1,0,19788.595703125,21269.03125
34,12,1,0,1,0,19788.595703125,23274.193359375
28,14,0,0,1,0,19984.521484375,12532.2578125
18,12,0,0,1,0,19984.521484375,23274.193359375
21,12,0,0,1,0,20068.76953125,21215.322265625
28,16,1,0,1,0,20082.484375,19335.484375
24,14,0,0,1,0,20141.263671875,0.0
30,12,0,0,1,0,20180.447265625,15754.8388671875
42,12,0,0,1,0,20180.447265625,17455.64453125
24,12,0,0,1,0,20180.447265625,19693.548828125
40,12,0,0,1,0,20180.447265625,19693.548828125
25,17,0,0,1,0,20180.447265625,21036.2890625
27,17,0,0,1,0,20180.447265625,21578.7578125
24,16,0,0,1,0,20200.041015625,17903.2265625
25,16,1,0,0,0,20233.34765625,19335.484375
53,16,0,0,1,0,20343.06640625,20112.484375
28,12,0,0,1,0,20376.375,17903.2265625
20,12,0,0,1,0,20376.375,18655.16015625
26,12,0,0,1,0,20376.375,20946.7734375
33,12,0,0,1,0,20503.7265625,21483.87109375
24,14,0,0,0,0,20572.30078125,11637.0966796875
38,12,1,0,0,0,20572.30078125,14322.5810546875
27,12,0,0,1,0,20572.30078125,17545.16015625
27,16,0,0,1,0,20572.30078125,18619.35546875
31,13,0,0,1,0,20572.30078125,18798.38671875
26,15,0,0,1,0,20572.30078125,18798.38671875
28,16,0,0,1,0,20572.30078125,18798.38671875
26,17,0,0,1,0,20572.30078125,18977.419921875
52,12,0,0,1,0,20572.30078125,18977.419921875
25,12,0,0,1,0,20572.30078125,20588.7109375
24,12,0,0,1,0,20572.30078125,20767.7421875
41,12,0,0,1,0,20572.30078125,21483.87109375
40,12,0,0,1,0,20572.30078125,24772.693359375
40,12,0,0,1,0,20572.30078125,24772.693359375
32,13,0,0,1,0,20572.30078125,25064.515625
24,12,1,0,1,0,20572.30078125,25959.677734375
46,12,1,0,1,0,20572.30078125,32225.806640625
31,13,0,0,1,0,20572.30078125,33658.06640625
25,15,0,0,0,0,20738.83984375,21483.87109375
29,12,0,0,1,0,20768.228515625,0.0
25,14,0,0,0,0,20768.228515625,14322.5810546875
42,16,0,0,1,0,20768.228515625,19693.548828125
24,12,0,0,1,0,20768.228515625,23274.193359375
25,14,1,0,1,0,20768.228515625,23274.193359375
44,12,0,0,1,0,20895.580078125,12174.1943359375
27,12,0,0,0,0,20964.154296875,18440.322265625
28,14,0,0,1,0,20964.154296875,20588.7109375
33,16,0,0,1,0,20964.154296875,21483.87109375
25,16,0,0,1,0,20964.154296875,24706.451171875
26,12,1,0,1,0,21116.978515625,22379.03125
39,12,0,0,1,0,21138.529296875,20366.7109375
31,14,0,0,1,0,21140.48828125,20141.12890625
31,14,0,0,1,0,21140.48828125,20141.12890625
23,13,1,0,1,0,21160.080078125,17903.2265625
42,12,0,0,1,0,21160.080078125,21483.87109375
36,14,0,0,1,0,21160.080078125,23460.38671875
26,12,0,0,1,0,21160.080078125,24169.35546875
46,17,0,0,0,0,21258.044921875,24094.16015625
31,12,0,0,1,0,21356.0078125,15038.7099609375
27,12,1,0,1,0,21356.0078125,20588.7109375
25,12,0,1,1,0,21512.748046875,26586.2890625
42,16,0,0,1,0,21551.935546875,0.0
28,12,0,0,1,0,21551.935546875,8366.177734375
28,12,0,0,1,0,21551.935546875,10562.9033203125
27,13,0,0,1,0,21551.935546875,14322.5810546875
35,12,1,0,1,0,21551.935546875,14322.5810546875
35,12,1,0,1,0,21551.935546875,14322.5810546875
26,12,0,0,1,0,21551.935546875,15217.7421875
19,12,0,0,1,0,21551.935546875,15754.8388671875
29,12,0,0,1,0,21551.935546875,17008.064453125
34,12,1,0,1,0,21551.935546875,17903.2265625
28,16,0,0,1,0,21551.935546875,18619.35546875
31,16,0,0,1,0,21551.935546875,18798.38671875
37,15,1,0,0,0,21551.935546875,19210.16015625
40,12,0,0,1,0,21551.935546875,19693.548828125
37,12,0,0,1,0,21551.935546875,19693.548828125
48,12,0,0,1,0,21551.935546875,20230.64453125
43,12,0,0,1,0,21551.935546875,20588.7109375
26,16,0,0,1,0,21551.935546875,20588.7109375
29,12,0,0,1,0,21551.935546875,20588.7109375
27,12,0,0,1,0,21551.935546875,21120.435546875
22,14,0,0,1,0,21551.935546875,21483.87109375
23,12,0,0,1,0,21551.935546875,21483.87109375
21,12,0,0,1,0,21551.935546875,21483.87109375
36,12,0,0,1,0,21551.935546875,21483.87109375
26,16,0,0,1,0,21551.935546875,21483.87109375
33,12,0,0,1,0,21551.935546875,21483.87109375
37,12,0,0,1,0,21551.935546875,22379.03125
29,16,0,0,0,0,21551.935546875,22737.09765625
25,14,0,0,1,0,21551.935546875,22916.12890625
27,16,0,0,1,0,21551.935546875,23274.193359375
41,17,0,0,1,0,21551.935546875,23274.193359375
29,16,0,0,1,0,21551.935546875,23274.193359375
34,14,0,0,1,0,21551.935546875,23274.193359375
45,12,0,0,1,0,21551.935546875,23632.2578125
41,12,1,0,1,0,21551.935546875,24885.484375
35,13,1,0,1,0,21551.935546875,25959.677734375
23,12,0,0,1,0,21551.935546875,25959.677734375
43,17,0,0,0,0,21551.935546875,25959.677734375
21,12,0,0,1,0,21551.935546875,26138.7109375
22,12,0,0,1,0,21551.935546875,26765.322265625
25,17,0,0,1,0,21551.935546875,31151.61328125
23,16,0,0,1,0,21551.935546875,35806.453125
28,14,0,0,1,0,21649.8984375,26854.83984375
44,13,0,0,1,0,21679.287109375,21918.919921875
23,12,0,0,0,0,21747.861328125,11413.3056640625
39,14,0,0,1,0,21747.861328125,21841.935546875
23,12,0,0,1,0,21865.41796875,21483.87109375
24,14,1,0,1,0,21869.3359375,26353.548828125
24,13,0,1,1,0,21922.236328125,24742.2578125
51,12,0,0,1,0,21943.787109375,19156.451171875
34,12,0,0,1,0,21943.787109375,20409.677734375
27,12,0,0,1,0,21943.787109375,20588.7109375
29,17,0,0,1,0,21943.787109375,21752.419921875
26,14,1,0,1,0,21943.787109375,25959.677734375
26,13,0,1,1,0,21953.5859375,5671.74169921875
23,14,0,0,0,0,22139.71484375,18798.38671875
46,12,0,0,1,0,22139.71484375,22622.515625
27,12,0,0,0,0,22139.71484375,25422.580078125
30,17,1,0,1,0,22139.71484375,27929.03125
25,12,1,0,1,0,22139.71484375,33300.0
27,14,0,0,1,0,22218.0859375,23306.419921875
27,17,0,0,1,0,22237.677734375,22379.03125
50,12,0,0,1,0,22306.25390625,27544.11328125
50,12,0,0,1,0,22306.25390625,27544.11328125
50,12,0,0,1,0,22306.25390625,27544.11328125
48,12,0,0,1,0,22321.927734375,23881.11328125
24,16,0,0,1,0,22335.642578125,22880.322265625
25,12,0,1,1,0,22335.642578125,24169.35546875
37,12,0,0,1,0,22441.44140625,16385.03125
37,12,0,0,1,0,22441.44140625,16385.03125
29,12,1,0,1,0,22531.568359375,18619.35546875
27,15,0,0,1,0,22531.568359375,20588.7109375
41,12,0,1,1,0,22531.568359375,20946.7734375
29,12,0,0,1,0,22531.568359375,21483.87109375
27,16,0,0,1,0,22531.568359375,21483.87109375
44,12,0,0,1,0,22531.568359375,22379.03125
26,13,0,0,1,0,22531.568359375,22379.03125
34,12,0,0,1,0,22531.568359375,22379.03125
20,12,0,0,1,0,22531.568359375,23274.193359375
43,14,0,0,1,0,22531.568359375,23274.193359375
47,12,0,1,1,0,22531.568359375,25028.7109375
31,12,0,0,1,0,22531.568359375,25064.515625
33,12,0,0,1,0,22531.568359375,26496.7734375
24,12,1,0,0,0,22531.568359375,26854.83984375
27,16,0,0,0,0,22531.568359375,30435.484375
23,14,0,0,1,0,22531.568359375,33658.06640625
27,17,0,0,1,0,22594.265625,18261.2890625
50,16,0,0,0,0,22629.53125,19693.548828125
22,14,0,0,1,0,22682.431640625,24706.451171875
31,12,1,0,1,0,22727.494140625,1503.87097167969
34,12,0,0,1,0,22727.494140625,18619.35546875
28,12,0,0,1,0,22727.494140625,20051.61328125
26,12,0,0,1,0,22727.494140625,21483.87109375
46,12,0,0,1,0,22727.494140625,21841.935546875
27,17,0,0,1,0,22727.494140625,22379.03125
47,13,0,0,1,0,22727.494140625,22558.064453125
29,17,0,0,1,0,22923.421875,21483.87109375
24,16,0,0,0,0,22923.421875,22379.03125
30,16,0,0,1,0,22923.421875,23274.193359375
23,12,0,0,1,0,22982.19921875,24033.2890625
27,15,0,0,1,0,23119.34765625,0.0
25,12,0,0,1,0,23119.34765625,24074.46875
26,12,0,0,1,0,23315.275390625,26767.11328125
26,12,0,0,1,0,23511.201171875,0.0
25,12,0,0,1,0,23511.201171875,11279.0322265625
32,12,0,0,1,0,23511.201171875,13785.484375
32,12,0,1,1,0,23511.201171875,13964.515625
50,16,0,0,0,0,23511.201171875,14322.5810546875
25,13,0,0,0,0,23511.201171875,14322.5810546875
33,12,1,0,1,0,23511.201171875,14322.5810546875
27,12,0,0,1,0,23511.201171875,15038.7099609375
28,16,1,0,1,0,23511.201171875,16112.9033203125
28,12,0,0,1,0,23511.201171875,16112.9033203125
38,12,0,0,1,0,23511.201171875,16112.9033203125
31,12,0,0,1,0,23511.201171875,17903.2265625
28,12,0,0,1,0,23511.201171875,18798.38671875
43,12,1,0,1,0,23511.201171875,19421.419921875
37,17,1,0,1,0,23511.201171875,19693.548828125
37,17,1,0,1,0,23511.201171875,19693.548828125
23,12,0,0,1,0,23511.201171875,19854.677734375
55,12,0,0,1,0,23511.201171875,20588.7109375
34,17,0,0,1,0,23511.201171875,20588.7109375
28,17,0,0,1,0,23511.201171875,20946.7734375
31,14,0,0,1,0,23511.201171875,21483.87109375
28,12,0,0,1,0,23511.201171875,21483.87109375
25,12,0,1,1,0,23511.201171875,21483.87109375
54,15,0,0,1,0,23511.201171875,21483.87109375
42,12,1,0,0,0,23511.201171875,21483.87109375
35,12,0,0,1,0,23511.201171875,21483.87109375
27,13,0,0,0,0,23511.201171875,21483.87109375
45,12,0,0,1,0,23511.201171875,21483.87109375
26,12,1,0,1,0,23511.201171875,21483.87109375
28,16,0,0,1,0,23511.201171875,21483.87109375
30,16,0,0,1,0,23511.201171875,21483.87109375
24,12,0,1,1,0,23511.201171875,21483.87109375
26,14,0,0,1,0,23511.201171875,22020.96875
35,14,0,0,1,0,23511.201171875,22379.03125
42,17,0,0,1,0,23511.201171875,22379.03125
42,17,0,0,1,0,23511.201171875,22379.03125
28,16,0,0,1,0,23511.201171875,22379.03125
28,12,0,0,1,0,23511.201171875,22379.03125
27,14,0,0,1,0,23511.201171875,22558.064453125
35,16,0,0,1,0,23511.201171875,22737.09765625
55,12,0,0,1,0,23511.201171875,22916.12890625
36,14,0,0,1,0,23511.201171875,23274.193359375
42,16,0,1,1,0,23511.201171875,23274.193359375
22,12,0,0,1,0,23511.201171875,23274.193359375
33,12,1,0,1,0,23511.201171875,23274.193359375
38,12,0,0,1,0,23511.201171875,23274.193359375
48,16,0,0,1,0,23511.201171875,23274.193359375
48,16,0,0,1,0,23511.201171875,23274.193359375
25,13,0,0,1,0,23511.201171875,23456.806640625
23,14,0,0,1,0,23511.201171875,24169.35546875
31,16,0,0,1,0,23511.201171875,24706.451171875
26,12,0,0,1,0,23511.201171875,24885.484375
32,12,0,0,1,0,23511.201171875,25064.515625
29,13,0,0,1,0,23511.201171875,25064.515625
29,13,0,0,1,0,23511.201171875,25064.515625
30,16,0,0,1,0,23511.201171875,25243.548828125
47,14,1,0,1,0,23511.201171875,25565.806640625
51,12,1,0,1,0,23511.201171875,25601.61328125
26,14,0,0,1,0,23511.201171875,25780.64453125
32,16,0,0,1,0,23511.201171875,25959.677734375
35,14,0,0,1,0,23511.201171875,26496.7734375
35,14,0,0,1,0,23511.201171875,26496.7734375
54,12,0,0,1,0,23511.201171875,26854.83984375
55,12,0,0,1,0,23511.201171875,26854.83984375
55,12,0,0,1,0,23511.201171875,26854.83984375
38,12,0,0,1,0,23511.201171875,26854.83984375
25,12,0,0,0,0,23511.201171875,26854.83984375
30,12,0,0,1,0,23511.201171875,28645.16015625
25,17,0,0,1,0,23511.201171875,29003.2265625
39,12,0,0,0,0,23511.201171875,31509.677734375
28,14,0,0,1,0,23511.201171875,32225.806640625
47,12,1,0,1,0,23511.201171875,32225.806640625
39,17,0,0,1,0,23511.201171875,35448.38671875
49,12,0,0,1,0,23511.201171875,35806.453125
21,12,0,0,1,0,23511.201171875,50129.03125
31,14,0,0,1,0,23707.12890625,20767.7421875
27,12,0,0,1,0,23707.12890625,21483.87109375
37,12,0,0,1,0,23707.12890625,22200.0
51,12,0,0,1,0,23707.12890625,22379.03125
29,12,0,0,1,0,23707.12890625,26854.83984375
27,14,0,0,1,0,23707.12890625,29540.322265625
24,13,0,0,1,0,23903.0546875,1790.32263183594
32,12,0,0,1,0,23903.0546875,24812.080078125
31,17,0,0,1,0,23903.0546875,25601.61328125
46,12,0,0,0,0,23918.728515625,12532.2578125
40,15,0,1,1,0,24001.017578125,23274.193359375
27,16,0,0,1,0,24098.982421875,7161.29052734375
27,17,0,0,1,0,24098.982421875,22200.0
28,14,0,0,1,0,24098.982421875,22379.03125
29,17,0,0,1,0,24098.982421875,24527.419921875
36,13,0,0,1,0,24098.982421875,25064.515625
23,12,0,0,1,0,24098.982421875,26854.83984375
28,12,0,0,1,0,24294.908203125,18261.2890625
28,12,0,0,1,0,24383.07421875,15217.7421875
34,12,0,0,1,0,24486.916015625,22200.0
41,12,0,0,1,0,24490.8359375,14322.5810546875
25,13,0,0,1,0,24490.8359375,18261.2890625
45,12,0,0,1,0,24490.8359375,21483.87109375
45,12,1,0,1,0,24490.8359375,21483.87109375
41,12,0,0,1,0,24490.8359375,21483.87109375
35,16,0,0,0,0,24490.8359375,21841.935546875
35,13,1,0,1,0,24490.8359375,23274.193359375
29,16,0,0,1,0,24490.8359375,23453.2265625
28,13,0,0,1,0,24490.8359375,23868.580078125
35,13,0,0,1,0,24490.8359375,23990.322265625
35,16,0,0,1,0,24490.8359375,24169.35546875
30,12,0,0,1,0,24490.8359375,25064.515625
29,12,0,0,1,0,24490.8359375,25064.515625
26,14,1,0,1,0,24490.8359375,25717.984375
28,16,0,0,1,0,24490.8359375,26460.96875
30,16,0,0,1,0,24490.8359375,26854.83984375
26,17,0,0,0,0,24490.8359375,26854.83984375
22,13,0,0,1,0,24490.8359375,26854.83984375
22,12,0,0,1,0,24490.8359375,26854.83984375
26,16,0,0,0,0,24490.8359375,27750.0
43,12,1,0,1,0,24490.8359375,29355.919921875
43,13,1,0,1,0,24490.8359375,34016.12890625
48,16,0,0,1,0,24663.251953125,18082.2578125
45,12,0,0,1,0,24686.76171875,15217.7421875
27,12,1,0,1,0,24686.76171875,22558.064453125
44,17,0,0,1,0,24686.76171875,23274.193359375
26,16,0,0,1,0,24686.76171875,25422.580078125
54,16,0,0,1,0,24686.76171875,26854.83984375
54,16,0,0,1,0,24686.76171875,26854.83984375
54,16,0,0,1,0,24686.76171875,26854.83984375
29,12,0,0,1,0,24686.76171875,27750.0
22,12,0,0,1,0,24765.1328125,21594.87109375
39,17,0,0,1,0,24823.91015625,25064.515625
35,16,0,0,1,0,24882.6875,24527.419921875
44,12,0,0,1,0,24882.6875,27929.03125
32,16,0,0,1,0,24980.65234375,25064.515625
27,17,0,0,1,0,25078.615234375,19693.548828125
27,17,0,0,1,0,25078.615234375,19693.548828125
26,12,0,0,1,0,25078.615234375,23274.193359375
46,12,0,0,1,0,25078.615234375,24169.35546875
25,16,0,0,0,0,25078.615234375,25601.61328125
35,12,0,0,1,0,25078.615234375,26854.83984375
33,16,0,0,1,0,25078.615234375,26854.83984375
26,16,0,0,1,0,25078.615234375,30793.548828125
26,12,1,0,1,0,25088.41015625,23274.193359375
20,12,0,0,1,0,25294.134765625,18798.38671875
49,12,0,0,1,0,25470.46875,17953.35546875
25,13,0,0,1,0,25470.46875,18798.38671875
28,12,1,0,0,0,25470.46875,19693.548828125
28,13,0,0,1,0,25470.46875,19693.548828125
35,12,1,0,1,0,25470.46875,21483.87109375
27,12,0,0,0,0,25470.46875,21483.87109375
44,12,0,0,1,0,25470.46875,21483.87109375
23,12,0,1,1,0,25470.46875,21483.87109375
32,12,1,0,1,0,25470.46875,22379.03125
24,12,0,0,1,0,25470.46875,22737.09765625
27,12,0,0,1,0,25470.46875,23095.16015625
46,12,0,0,1,0,25470.46875,23274.193359375
31,12,0,0,1,0,25470.46875,23274.193359375
27,15,1,0,0,0,25470.46875,24169.35546875
51,16,0,0,0,0,25470.46875,24169.35546875
43,12,1,0,1,0,25470.46875,25064.515625
32,16,1,0,1,0,25470.46875,25422.580078125
37,12,0,0,0,0,25470.46875,25780.64453125
37,12,0,0,0,0,25470.46875,25780.64453125
30,12,0,0,1,0,25470.46875,25959.677734375
45,12,1,0,1,0,25470.46875,26695.5
45,12,1,0,1,0,25470.46875,26695.5
49,17,0,0,1,0,25470.46875,26854.83984375
49,17,0,0,1,0,25470.46875,26854.83984375
26,17,0,0,1,0,25470.46875,26854.83984375
37,13,0,0,1,0,25470.46875,30435.484375
44,17,0,0,1,0,25470.46875,30435.484375
30,17,0,0,1,0,25470.46875,31330.64453125
51,12,0,0,1,0,25470.46875,32225.806640625
28,17,0,0,1,0,25607.6171875,18091.2109375
29,16,0,0,1,0,25666.39453125,28287.09765625
40,12,0,0,1,0,25707.5390625,20409.677734375
34,16,0,0,1,0,25862.322265625,0.0
51,12,0,0,1,0,25862.322265625,20588.7109375
26,16,0,0,1,0,25862.322265625,22379.03125
46,12,0,0,1,0,25862.322265625,23274.193359375
45,14,0,0,1,0,25862.322265625,28645.16015625
49,12,0,0,1,0,25862.322265625,28645.16015625
26,16,0,0,0,0,25862.322265625,31790.7578125
30,16,0,0,1,0,26058.248046875,28645.16015625
50,12,0,0,1,0,26254.17578125,0.0
25,12,0,0,0,0,26254.17578125,21483.87109375
27,17,0,0,0,0,26254.17578125,29540.322265625
46,16,0,0,1,0,26293.359375,65160.58203125
46,16,0,0,1,0,26293.359375,65160.58203125
43,12,1,0,1,0,26450.1015625,14322.5810546875
27,12,1,0,1,0,26450.1015625,18798.38671875
22,12,0,0,0,0,26450.1015625,23274.193359375
55,12,0,0,1,0,26450.1015625,23990.322265625
53,12,0,0,1,0,26450.1015625,25064.515625
44,12,0,0,1,0,26450.1015625,25959.677734375
47,13,0,0,1,0,26450.1015625,25959.677734375
46,14,0,0,1,0,26450.1015625,26496.7734375
25,12,0,0,1,0,26450.1015625,26836.935546875
31,15,1,0,0,0,26450.1015625,26854.83984375
28,16,0,0,1,0,26450.1015625,26854.83984375
40,16,0,0,1,0,26450.1015625,26854.83984375
40,16,0,0,1,0,26450.1015625,26854.83984375
28,12,0,0,1,0,26450.1015625,26858.419921875
29,15,0,0,1,0,26450.1015625,27250.5
42,16,0,0,1,0,26450.1015625,27499.35546875
30,15,0,0,1,0,26450.1015625,27570.96875
39,12,0,0,1,0,26450.1015625,27750.0
30,16,0,0,1,0,26450.1015625,28197.580078125
50,12,0,0,1,0,26450.1015625,30077.419921875
29,17,0,0,0,0,26614.6796875,28503.7265625
29,15,0,0,1,0,26646.029296875,19693.548828125
27,12,0,0,1,0,26646.029296875,29540.322265625
31,12,0,1,1,0,26841.955078125,6982.25830078125
31,12,0,1,1,0,26841.955078125,6982.25830078125
29,12,0,0,1,0,26841.955078125,20588.7109375
27,16,0,0,1,0,26841.955078125,22200.0
26,17,1,0,0,0,26841.955078125,25243.548828125
42,17,0,0,1,0,26841.955078125,31330.64453125
24,12,1,0,1,0,26841.955078125,31688.7109375
48,12,1,0,1,0,26908.5703125,22558.064453125
25,13,0,0,1,0,26996.736328125,28197.580078125
21,12,1,0,1,0,27037.8828125,16560.484375
48,12,0,0,1,0,27037.8828125,25064.515625
50,12,0,0,1,0,27037.8828125,26854.83984375
28,17,0,0,1,0,27037.8828125,27750.0
29,17,0,0,0,0,27037.8828125,29182.2578125
33,17,0,0,1,0,27037.8828125,31867.7421875
52,12,0,0,1,0,27220.09375,24706.451171875
22,12,0,0,1,0,27233.80859375,14322.5810546875
43,12,0,0,1,0,27233.80859375,25064.515625
34,13,0,0,1,0,27233.80859375,25064.515625
46,12,0,0,1,0,27233.80859375,28645.16015625
31,17,0,0,1,0,27429.734375,0.0
28,13,0,0,1,0,27429.734375,20588.7109375
44,12,1,0,1,0,27429.734375,21483.87109375
25,12,0,0,1,0,27429.734375,21483.87109375
29,14,0,0,1,0,27429.734375,22099.7421875
24,16,0,0,0,0,27429.734375,22200.0
31,12,0,0,1,0,27429.734375,22379.03125
40,12,1,0,1,0,27429.734375,23274.193359375
30,17,0,0,1,0,27429.734375,25064.515625
26,16,1,0,1,0,27429.734375,25064.515625
